MLRA	"Ecological site ID"	"Ecological site legacy ID"	Synonym	Legacy	Date
118B	NX118B01Y006	R118BY006OK	F118BY006OK	Yes	2021-10-13
118B	NX118B01Y007	R118BY007OK	R118BY007OK	No	2018-08-15
118B	NX118B01Y007	R118BY007OK	NX118BY007	No	2021-09-07
118B	NX118B01Y008	R118BY068OK	R118BY068OK	No	2021-09-07
118B	NX118B050	F118BY005OK	F118BY005OK	No	2018-09-17
119X	NX119X01Y003	F119XY003AR	F119XY003AR	No	2022-02-01
119X	NX119X01Y006	F119XY006AR	F119XY006AR	No	2022-02-01
119X	NX119X01Y007	F119XY007AR	F119XY007AR	No	2022-02-01
119X	NX119X01Y008	F119XY008AR	F119XY008AR	No	2022-02-01
119X	NX119X01Y012	F119XY012AR	F119XY012AR	No	2022-02-01
119X	NX119X01Y018	F119XY018AR	F119XY018AR	No	2022-02-01
119X	NX119X01Y019	F119XY019AR	F119XY019AR	No	2022-02-01
119X	NX119X01Y025	F119XY025AR	F119XY025AR	No	2022-02-25
124X	F124XY001OH	F124XY001OH	F124XY001WV	No	2020-02-25
124X	F124XY001OH	F124XY001OH	F124XY001WV	Yes	2020-02-25
124X	F124XY002OH	F124XY002OH	F124XX002WV	No	2020-02-25
124X	F124XY002OH	F124XY002OH	F124XX002WV	Yes	2020-02-25
124X	F124XY002OH	F124XY002OH	F124XX002OH	Yes	2020-06-30
124X	F124XY002OH	F124XY002OH	F124XX002OH	No	2020-06-30
124X	F124XY003OH	F124XY003OH	F124XY003WV	No	2020-02-25
124X	F124XY003OH	F124XY003OH	F124XY003WV	Yes	2020-02-25
124X	F124XY004OH	F124XY004OH	F124XY004WV	No	2020-02-25
124X	F124XY004OH	F124XY004OH	F124XY004WV	Yes	2020-02-25
124X	F124XY005OH	F124XY005OH	F124XY005WV	No	2020-02-25
124X	F124XY005OH	F124XY005OH	F124XY005WV	Yes	2020-02-25
124X	F124XY006OH	F124XY006OH	F124XY006WV	No	2020-02-25
124X	F124XY006OH	F124XY006OH	F124XY006WV	Yes	2020-02-25
124X	F124XY007OH	F124XY007OH	F124XY007WV	No	2020-02-25
124X	F124XY007OH	F124XY007OH	F124XY007WV	Yes	2020-02-25
124X	F124XY008OH	F124XY008OH	F124XY008WV	No	2020-02-25
124X	F124XY008OH	F124XY008OH	F124XY008WV	Yes	2020-02-25
124X	F124XY009OH	F124XY009OH	F124XY009WV	No	2020-02-25
124X	F124XY009OH	F124XY009OH	F124XY009WV	Yes	2020-02-25
124X	F124XY010OH	F124XY010OH	F124XY010WV	No	2020-02-25
124X	F124XY010OH	F124XY010OH	F124XY010WV	Yes	2020-02-25
124X	F124XY100OH	F124XY100OH	F124XY100WV	No	2020-02-25
124X	F124XY100OH	F124XY100OH	F124XY100WV	Yes	2020-02-25
124X	F124XY101OH	F124XY101OH	F124XY101WV	No	2020-02-25
124X	F124XY101OH	F124XY101OH	F124XY101WV	Yes	2020-02-25
133A	PX133A00X001	F133AY001NC	F133AX001NC	No	2023-11-27
133A	PX133A00X001	F133AY001NC	F133AX001NC	Yes	2023-11-27
133A	PX133A00X001	F133AY001NC	F133AY001NC	No	2023-12-11
133A	PX133A00X001	F133AY001NC	PX133A00X001	No	2023-12-12
133A	PX133A00X001	F133AY001NC	PX133A00X001	No	2023-12-12
133A	PX133A00X001	F133AY001NC	F133AY001NC	No	2023-12-12
133A	PX133A00X001	F133AY001NC	F133AY001NC	No	2023-12-12
133A	PX133A00X002	F133AY002NC	F133AY002NC	No	2023-12-11
133A	PX133A00X003	F133AY003NC	F133AY003NC	No	2023-12-11
133A	PX133A00X004	F133AY004NC	F133AY004NC	No	2023-12-11
133A	PX133A00X005	F133AY005NC	F133AY005NC	No	2023-12-11
133A	PX133A00X006	F133AY006NC	F133AY006NC	No	2023-12-11
133A	PX133A00X007	F133AY007NC	F133AY007NC	No	2023-12-11
133A	PX133A00X008	F133AY008NC	F133AY008NC	No	2023-12-11
133A	PX133A00X009	F133AY009NC	F133AY009NC	No	2023-12-11
133A	PX133A00X010	F133AY010NC	F133AY010NC	No	2023-12-11
133C	F133CY010AL	F133CY010AL	F133AA010AL	No	2022-10-31
133C	F133CY010AL	F133CY010AL	F133AA010AL	Yes	2022-10-31
133C	F133CY020AL	F133CY020AL	F133AA020AL	No	2022-10-31
133C	F133CY020AL	F133CY020AL	F133AA020AL	Yes	2022-10-31
133C	F133CY030AL	F133CY030AL	F133AA030AL	No	2022-10-31
133C	F133CY030AL	F133CY030AL	F133AA030AL	Yes	2022-10-31
133C	F133CY040AL	F133CY040AL	F133AA040AL	No	2022-10-31
133C	F133CY040AL	F133CY040AL	F133AA040AL	Yes	2022-10-31
133C	F133CY050AL	F133CY050AL	F133AB050AL	No	2022-10-31
133C	F133CY050AL	F133CY050AL	F133AB050AL	Yes	2022-10-31
133C	F133CY060AL	F133CY060AL	F133AB060AL	No	2022-10-31
133C	F133CY060AL	F133CY060AL	F133AB060AL	Yes	2022-10-31
133C	F133CY070AL	F133CY070AL	F133AB070AL	No	2022-10-31
133C	F133CY070AL	F133CY070AL	F133AB070AL	Yes	2022-10-31
133C	F133CY080AL	F133CY080AL	F133AB080AL	No	2022-10-31
133C	F133CY080AL	F133CY080AL	F133AB080AL	Yes	2022-10-31
133C	F133CY090AL	F133CY090AL	F133AC090AL	No	2022-10-31
133C	F133CY090AL	F133CY090AL	F133AC090AL	Yes	2022-10-31
133C	F133CY100AL	F133CY100AL	F133AC100AL	No	2022-10-31
133C	F133CY100AL	F133CY100AL	F133AC100AL	Yes	2022-10-31
133C	F133CY110AL	F133CY110AL	F133AC110AL	No	2022-10-31
133C	F133CY110AL	F133CY110AL	F133AC110AL	Yes	2022-10-31
133C	F133CY120AL	F133CY120AL	F133AC120AL	No	2022-10-31
133C	F133CY120AL	F133CY120AL	F133AC120AL	Yes	2022-10-31
133C	F133CY130AL	F133CY130AL	F133AD130AL	No	2022-10-31
133C	F133CY130AL	F133CY130AL	F133AD130AL	Yes	2022-10-31
133C	F133CY140AL	F133CY140AL	F133AD140AL	No	2022-10-31
133C	F133CY140AL	F133CY140AL	F133AD140AL	Yes	2022-10-31
133C	F133CY500AL	F133CY500AL	F133AM500AL	No	2022-10-31
133C	F133CY500AL	F133CY500AL	F133AM500AL	Yes	2022-10-31
133C	F133CY510AL	F133CY510AL	F133AM510AL	No	2022-10-12
133C	F133CY510AL	F133CY510AL	F133AM510AL	Yes	2022-10-12
133C	F133CY510AL	F133CY510AL	F133CX510AL	No	2022-10-31
133C	F133CY510AL	F133CY510AL	F133CX510AL	Yes	2022-10-31
134X	F134XY002TN	F134XY002TN	F134XY002AL	No	2023-05-22
134X	F134XY002TN	F134XY002TN	F134XY002AL	Yes	2023-05-22
135A	F135AA999AL	F135AA999AL	R135AY999MS	No	2023-06-06
135A	F135AA999AL	F135AA999AL	R135AY999MS	Yes	2023-06-06
135A	F135AY150AL	F135AY150AL	F135AA030AL	No	2023-03-02
135A	F135AY150AL	F135AY150AL	F135AA030AL	Yes	2023-03-02
135A	F135AY150AL	F135AY150AL	F135AY140AL	No	2023-05-02
135A	F135AY150AL	F135AY150AL	F135AY140AL	Yes	2023-05-02
135A	F135AY150AL	F135AY150AL	F135AY151AL	No	2023-05-02
135A	F135AY150AL	F135AY150AL	F135AY151AL	Yes	2023-05-02
135A	F135AY160MS	F135AY160MS	F135AA020AL	No	2023-02-16
135A	F135AY160MS	F135AY160MS	F135AA020AL	Yes	2023-02-16
135A	F135AY160MS	F135AY160MS	F135AY020AL	No	2023-03-02
135A	F135AY160MS	F135AY160MS	F135AY020AL	Yes	2023-03-02
135A	F135AY160MS	F135AY160MS	F135AY161MS	No	2023-05-02
135A	F135AY160MS	F135AY160MS	F135AY161MS	Yes	2023-05-02
135A	F135AY160MS	F135AY160MS	F135AY150MS	No	2023-05-02
135A	F135AY160MS	F135AY160MS	F135AY150MS	Yes	2023-05-02
135A	F135AY170AL	F135AY170AL	R135AA010AL	No	2023-03-02
135A	F135AY170AL	F135AY170AL	R135AA010AL	Yes	2023-03-02
135A	F135AY170AL	F135AY170AL	F135AY160AL	No	2023-05-02
135A	F135AY170AL	F135AY170AL	F135AY160AL	Yes	2023-05-02
135A	F135AY170AL	F135AY170AL	F135AY171AL	No	2023-05-02
135A	F135AY170AL	F135AY170AL	F135AY171AL	Yes	2023-05-02
135A	F135AY180MS	F135AY180MS	F135AY170MS	No	2023-05-02
135A	F135AY180MS	F135AY180MS	F135AY170MS	Yes	2023-05-02
135A	F135AY180MS	F135AY180MS	F135AY181MS	No	2023-05-02
135A	F135AY180MS	F135AY180MS	F135AY181MS	Yes	2023-05-02
135A	R135AY110MS	R135AY110MS	F135AY110MS	No	2023-03-02
135A	R135AY110MS	R135AY110MS	F135AY110MS	Yes	2023-03-02
135A	R135AY140MS	R135AY140MS	R135AY180MS	No	2023-05-02
135A	R135AY140MS	R135AY140MS	R135AY180MS	Yes	2023-05-02
135A	R135AY140MS	R135AY140MS	R135AY141MS	No	2023-05-02
135A	R135AY140MS	R135AY140MS	R135AY141MS	Yes	2023-05-02
135B	PX135B01Y001	F135BY001AR	F135BY001AR	No	2022-01-31
135B	PX135B01Y002	F135BY002AR	F135BY002AR	No	2022-01-31
135B	PX135B01Y004	F135BY004AR	F135BY004AR	No	2022-01-31
135B	PX135B01Y005	R135BY005AR	F135BY005AR	Yes	2022-01-31
135B	PX135B01Y005	R135BY005AR	F135BY005AR	No	2022-01-31
135B	PX135B01Y011	F135BY011AR	F135BY011AR	No	2022-01-31
135B	PX135B01Y012	F135BY012AR	F135BY012AR	No	2022-01-31
135B	PX135B01Y013	F135BY013AR	F135BY013AR	No	2022-01-31
135B	PX135B01Y014	F135BY014AR	F135BY014AR	No	2022-01-31
135B	PX135B01Y015	F135BY015AR	F135BY015AR	No	2022-01-31
135B	R135BY011AR	R135BY011AR	R135BY011AR	No	2020-04-16
135B	R135BY011AR	R135BY011AR	R135BY011AR	Yes	2020-04-16
135B	R135BY011AR	R135BY011AR	R135XY011AR	No	2020-04-16
135B	R135BY011AR	R135BY011AR	R135XY011AR	Yes	2020-04-16
135B	R135BY011AR	R135BY011AR	R135BY011AR	No	2020-04-16
135B	R135BY011AR	R135BY011AR	R135BY011AR	Yes	2020-04-16
135B	R135BY011AR	R135BY011AR	R135XY011AR	No	2020-04-16
135B	R135BY011AR	R135BY011AR	R135XY011AR	Yes	2020-04-16
135B	R135BY011AR	R135BY011AR	R135XY011AR	No	2020-04-16
135B	R135BY011AR	R135BY011AR	R135XY011AR	Yes	2020-04-16
136X	PX136X00X009	F136XY009GA	F136XY009GA	No	2023-12-11
136X	PX136X00X028	F136XY028GA	F136XY028GA	No	2023-12-11
136X	PX136X00X028	F136XY028GA	PX136X00X028	No	2023-12-11
136X	PX136X00X028	F136XY028GA	F136XY028GA	No	2023-12-11
136X	PX136X00X029	F136XY029GA	F136XY029GA	No	2023-12-11
136X	PX136X00X030	F136XY030GA	F136XY030GA	No	2023-12-11
136X	PX136X00X032	F136XY032GA	F136XY032GA	No	2023-12-11
136X	PX136X00X034	F136XY034GA	F136XY034GA	No	2023-12-11
136X	PX136X00X044	F136XY044GA	F136XY044GA	No	2023-12-11
136X	PX136X00X100	F136XY100VA	F136XY005GA	No	2022-04-21
136X	PX136X00X100	F136XY100VA	F136XY005GA	Yes	2022-04-21
136X	PX136X00X100	F136XY100VA	F136XY141VA	No	2022-04-21
136X	PX136X00X100	F136XY100VA	F136XY141VA	Yes	2022-04-21
136X	PX136X00X100	F136XY100VA	F136XY101VA	No	2022-04-28
136X	PX136X00X100	F136XY100VA	F136XY101VA	Yes	2022-04-28
136X	PX136X00X100	F136XY100VA	F136XY100VA	No	2023-12-11
136X	PX136X00X110	F136XY110VA	F136XY010GA	No	2022-04-21
136X	PX136X00X110	F136XY110VA	F136XY010GA	Yes	2022-04-21
136X	PX136X00X110	F136XY110VA	F136XY111VA	No	2022-04-28
136X	PX136X00X110	F136XY110VA	F136XY111VA	Yes	2022-04-28
136X	PX136X00X110	F136XY110VA	F136XY110VA	No	2023-12-11
136X	PX136X00X120	F136XY120VA	F136XY004GA	No	2022-04-21
136X	PX136X00X120	F136XY120VA	F136XY004GA	Yes	2022-04-21
136X	PX136X00X120	F136XY120VA	F136XY121VA	No	2022-04-28
136X	PX136X00X120	F136XY120VA	F136XY121VA	Yes	2022-04-28
136X	PX136X00X120	F136XY120VA	F136XY120VA	No	2023-12-11
136X	PX136X00X130	F136XY130NC	F136XY016GA	No	2022-04-21
136X	PX136X00X130	F136XY130NC	F136XY016GA	Yes	2022-04-21
136X	PX136X00X130	F136XY130NC	F136XY131NC	No	2022-04-28
136X	PX136X00X130	F136XY130NC	F136XY131NC	Yes	2022-04-28
136X	PX136X00X130	F136XY130NC	F136XY130NC	No	2023-12-11
136X	PX136X00X140	F136XY140VA	F136XY141VA	No	2022-04-28
136X	PX136X00X140	F136XY140VA	F136XY141VA	Yes	2022-04-28
136X	PX136X00X140	F136XY140VA	F136XY140VA	No	2023-12-11
136X	PX136X00X150	F136XY150VA	F136XY151VA	No	2022-04-28
136X	PX136X00X150	F136XY150VA	F136XY151VA	Yes	2022-04-28
136X	PX136X00X150	F136XY150VA	F136XY150VA	No	2023-12-11
136X	PX136X00X160	F136XY160VA	F136XY018GA	No	2022-04-21
136X	PX136X00X160	F136XY160VA	F136XY018GA	Yes	2022-04-21
136X	PX136X00X160	F136XY160VA	F136XY161VA	No	2022-04-28
136X	PX136X00X160	F136XY160VA	F136XY161VA	Yes	2022-04-28
136X	PX136X00X160	F136XY160VA	F136XY160VA	No	2023-12-11
136X	PX136X00X200	F136XY200VA	F136XY013GA	No	2022-04-21
136X	PX136X00X200	F136XY200VA	F136XY013GA	Yes	2022-04-21
136X	PX136X00X200	F136XY200VA	F136XY201VA	No	2022-04-28
136X	PX136X00X200	F136XY200VA	F136XY201VA	Yes	2022-04-28
136X	PX136X00X200	F136XY200VA	F136XY200VA	No	2023-12-11
136X	PX136X00X210	F136XY210VA	F136XY021GA	No	2022-04-21
136X	PX136X00X210	F136XY210VA	F136XY021GA	Yes	2022-04-21
136X	PX136X00X210	F136XY210VA	F136XY211VA	No	2022-04-28
136X	PX136X00X210	F136XY210VA	F136XY211VA	Yes	2022-04-28
136X	PX136X00X210	F136XY210VA	F136XY210VA	No	2023-12-11
136X	PX136X00X220	F136XY220VA	F136XY017GA	No	2022-04-21
136X	PX136X00X220	F136XY220VA	F136XY017GA	Yes	2022-04-21
136X	PX136X00X220	F136XY220VA	F136XY221VA	No	2022-04-28
136X	PX136X00X220	F136XY220VA	F136XY221VA	Yes	2022-04-28
136X	PX136X00X220	F136XY220VA	F136XY220VA	No	2023-12-11
136X	PX136X00X230	F136XY230VA	F136XY231VA	No	2022-04-28
136X	PX136X00X230	F136XY230VA	F136XY231VA	Yes	2022-04-28
136X	PX136X00X230	F136XY230VA	F136XY230VA	No	2023-12-11
136X	PX136X00X300	F136XY300VA	F136XY301VA	No	2022-04-28
136X	PX136X00X300	F136XY300VA	F136XY301VA	Yes	2022-04-28
136X	PX136X00X300	F136XY300VA	F136XY300VA	No	2023-12-11
136X	PX136X00X310	F136XY310VA	F136XY002GA	No	2022-04-21
136X	PX136X00X310	F136XY310VA	F136XY002GA	Yes	2022-04-21
136X	PX136X00X310	F136XY310VA	F136XY311VA	No	2022-04-28
136X	PX136X00X310	F136XY310VA	F136XY311VA	Yes	2022-04-28
136X	PX136X00X310	F136XY310VA	F136XY310VA	No	2023-12-11
136X	PX136X00X320	F136XY320VA	F136XY001GA	No	2022-04-21
136X	PX136X00X320	F136XY320VA	F136XY001GA	Yes	2022-04-21
136X	PX136X00X320	F136XY320VA	F136XY321VA	No	2022-04-28
136X	PX136X00X320	F136XY320VA	F136XY321VA	Yes	2022-04-28
136X	PX136X00X320	F136XY320VA	F136XY330VA	No	2022-05-05
136X	PX136X00X320	F136XY320VA	F136XY330VA	Yes	2022-05-05
136X	PX136X00X320	F136XY320VA	F136XY320VA	No	2023-12-11
136X	PX136X00X330	F136XY330VA	F136XY331VA	No	2022-04-28
136X	PX136X00X330	F136XY330VA	F136XY331VA	Yes	2022-04-28
136X	PX136X00X330	F136XY330VA	F136XY340VA	No	2022-05-05
136X	PX136X00X330	F136XY330VA	F136XY340VA	Yes	2022-05-05
136X	PX136X00X330	F136XY330VA	F136XY330VA	No	2023-12-11
136X	PX136X00X340	F136XY340VA	F136XY020GA	No	2022-04-21
136X	PX136X00X340	F136XY340VA	F136XY020GA	Yes	2022-04-21
136X	PX136X00X340	F136XY340VA	F136XY341VA	No	2022-04-28
136X	PX136X00X340	F136XY340VA	F136XY341VA	Yes	2022-04-28
136X	PX136X00X340	F136XY340VA	F136XY350VA	No	2022-05-05
136X	PX136X00X340	F136XY340VA	F136XY350VA	Yes	2022-05-05
136X	PX136X00X340	F136XY340VA	F136XY340VA	No	2023-12-11
136X	PX136X00X370	F136XY370VA	F136XY011GA	No	2022-04-21
136X	PX136X00X370	F136XY370VA	F136XY011GA	Yes	2022-04-21
136X	PX136X00X370	F136XY370VA	F136XY351VA	No	2022-04-28
136X	PX136X00X370	F136XY370VA	F136XY351VA	Yes	2022-04-28
136X	PX136X00X370	F136XY370VA	F136XY370VA	No	2022-05-04
136X	PX136X00X370	F136XY370VA	F136XY370VA	Yes	2022-05-04
136X	PX136X00X370	F136XY370VA	F136XY380VA	Yes	2022-05-05
136X	PX136X00X370	F136XY370VA	F136XY380VA	No	2022-05-05
136X	PX136X00X370	F136XY370VA	F136XY370VA	No	2023-12-11
136X	PX136X00X380	F136XY380VA	F136XY015GA	No	2022-04-21
136X	PX136X00X380	F136XY380VA	F136XY015GA	Yes	2022-04-21
136X	PX136X00X380	F136XY380VA	F136XY361VA	No	2022-04-28
136X	PX136X00X380	F136XY380VA	F136XY361VA	Yes	2022-04-28
136X	PX136X00X380	F136XY380VA	F136XY390VA	No	2022-05-05
136X	PX136X00X380	F136XY380VA	F136XY390VA	Yes	2022-05-05
136X	PX136X00X380	F136XY380VA	F136XY380VA	No	2023-12-11
136X	PX136X00X400	F136XY400NC	F136XY007GA	No	2022-04-21
136X	PX136X00X400	F136XY400NC	F136XY007GA	Yes	2022-04-21
136X	PX136X00X400	F136XY400NC	F136XY401NC	No	2022-05-04
136X	PX136X00X400	F136XY400NC	F136XY401NC	Yes	2022-05-04
136X	PX136X00X400	F136XY400NC	F136XY410NC	No	2022-05-04
136X	PX136X00X400	F136XY400NC	F136XY410NC	Yes	2022-05-04
136X	PX136X00X400	F136XY400NC	F136XY400NC	No	2023-12-11
136X	PX136X00X410	F136XY410NC	R136XX999GA	Yes	2022-04-21
136X	PX136X00X410	F136XY410NC	R136XX999GA	No	2022-04-21
136X	PX136X00X410	F136XY410NC	F136XY400NC	No	2022-05-04
136X	PX136X00X410	F136XY410NC	F136XY400NC	Yes	2022-05-04
136X	PX136X00X410	F136XY410NC	F136XY410NC	No	2023-12-11
136X	PX136X00X420	F136XY420NC	F136XY008GA	No	2022-04-21
136X	PX136X00X420	F136XY420NC	F136XY008GA	Yes	2022-04-21
136X	PX136X00X420	F136XY420NC	F136XY420NC	No	2023-12-11
136X	PX136X00X430	F136XY430NC	F136XY006GA	No	2022-04-21
136X	PX136X00X430	F136XY430NC	F136XY006GA	Yes	2022-04-21
136X	PX136X00X430	F136XY430NC	F136XY430NC	No	2023-12-11
136X	PX136X00X600	F136XY600NC	F136XY036GA	No	2022-04-21
136X	PX136X00X600	F136XY600NC	F136XY036GA	Yes	2022-04-21
136X	PX136X00X600	F136XY600NC	F136XY100NC	No	2022-04-28
136X	PX136X00X600	F136XY600NC	F136XY100NC	Yes	2022-04-28
136X	PX136X00X600	F136XY600NC	F136XY500NC	No	2022-05-04
136X	PX136X00X600	F136XY600NC	F136XY500NC	Yes	2022-05-04
136X	PX136X00X600	F136XY600NC	F136XY600NC	No	2023-12-11
136X	PX136X00X610	F136XY610GA	F136XY031GA	No	2022-04-21
136X	PX136X00X610	F136XY610GA	F136XY031GA	Yes	2022-04-21
136X	PX136X00X610	F136XY610GA	F136XY110GA	No	2022-04-28
136X	PX136X00X610	F136XY610GA	F136XY110GA	Yes	2022-04-28
136X	PX136X00X610	F136XY610GA	F136XY510GA	No	2022-05-04
136X	PX136X00X610	F136XY610GA	F136XY510GA	Yes	2022-05-04
136X	PX136X00X610	F136XY610GA	F136XY610GA	No	2023-12-11
136X	PX136X00X620	F136XY620GA	F136XY120GA	No	2022-04-28
136X	PX136X00X620	F136XY620GA	F136XY120GA	Yes	2022-04-28
136X	PX136X00X620	F136XY620GA	F136XY520GA	No	2022-05-04
136X	PX136X00X620	F136XY620GA	F136XY520GA	Yes	2022-05-04
136X	PX136X00X620	F136XY620GA	F136XY620GA	No	2023-12-11
136X	PX136X00X630	F136XY630GA	F136XY039GA	No	2022-04-21
136X	PX136X00X630	F136XY630GA	F136XY039GA	Yes	2022-04-21
136X	PX136X00X630	F136XY630GA	F136XY130GA	No	2022-04-28
136X	PX136X00X630	F136XY630GA	F136XY130GA	Yes	2022-04-28
136X	PX136X00X630	F136XY630GA	F136XY530GA	No	2022-05-04
136X	PX136X00X630	F136XY630GA	F136XY530GA	Yes	2022-05-04
136X	PX136X00X630	F136XY630GA	F136XY630GA	No	2023-12-11
136X	PX136X00X640	F136XY640VA	F136XY035GA	No	2022-04-21
136X	PX136X00X640	F136XY640VA	F136XY035GA	Yes	2022-04-21
136X	PX136X00X640	F136XY640VA	F136XY140VA	No	2022-04-28
136X	PX136X00X640	F136XY640VA	F136XY140VA	Yes	2022-04-28
136X	PX136X00X640	F136XY640VA	F136XY540VA	No	2022-05-04
136X	PX136X00X640	F136XY640VA	F136XY540VA	Yes	2022-05-04
136X	PX136X00X640	F136XY640VA	F136XY640VA	No	2023-12-11
136X	PX136X00X650	F136XY650NC	F136XY150NC	No	2022-04-28
136X	PX136X00X650	F136XY650NC	F136XY150NC	Yes	2022-04-28
136X	PX136X00X650	F136XY650NC	F136XY550NC	No	2022-05-04
136X	PX136X00X650	F136XY650NC	F136XY550NC	Yes	2022-05-04
136X	PX136X00X650	F136XY650NC	F136XY650NC	No	2023-12-11
136X	PX136X00X660	F136XY660NC	F136XY041GA	No	2022-04-21
136X	PX136X00X660	F136XY660NC	F136XY041GA	Yes	2022-04-21
136X	PX136X00X660	F136XY660NC	F136XY160NC	No	2022-04-28
136X	PX136X00X660	F136XY660NC	F136XY160NC	Yes	2022-04-28
136X	PX136X00X660	F136XY660NC	F136XY560NC	No	2022-05-04
136X	PX136X00X660	F136XY660NC	F136XY560NC	Yes	2022-05-04
136X	PX136X00X660	F136XY660NC	F136XY660NC	No	2023-12-11
136X	PX136X00X700	F136XY700NC	F136XY200NC	No	2022-04-28
136X	PX136X00X700	F136XY700NC	F136XY200NC	Yes	2022-04-28
136X	PX136X00X700	F136XY700NC	F136XY600NC	Yes	2022-05-04
136X	PX136X00X700	F136XY700NC	F136XY600NC	No	2022-05-04
136X	PX136X00X700	F136XY700NC	F136XY700NC	No	2023-12-11
136X	PX136X00X710	F136XY710NC	F136XY043GA	No	2022-04-21
136X	PX136X00X710	F136XY710NC	F136XY043GA	Yes	2022-04-21
136X	PX136X00X710	F136XY710NC	F136XY210NC	No	2022-04-28
136X	PX136X00X710	F136XY710NC	F136XY210NC	Yes	2022-04-28
136X	PX136X00X710	F136XY710NC	F136XY610NC	No	2022-05-04
136X	PX136X00X710	F136XY710NC	F136XY610NC	Yes	2022-05-04
136X	PX136X00X710	F136XY710NC	F136XY710NC	No	2023-12-11
136X	PX136X00X720	F136XY720NC	F136XY040GA	No	2022-04-21
136X	PX136X00X720	F136XY720NC	F136XY040GA	Yes	2022-04-21
136X	PX136X00X720	F136XY720NC	F136XY220NC	No	2022-04-28
136X	PX136X00X720	F136XY720NC	F136XY220NC	Yes	2022-04-28
136X	PX136X00X720	F136XY720NC	F136XY620NC	No	2022-05-04
136X	PX136X00X720	F136XY720NC	F136XY620NC	Yes	2022-05-04
136X	PX136X00X720	F136XY720NC	F136XY720NC	No	2023-12-11
136X	PX136X00X730	F136XY730SC	F136XY230SC	No	2022-04-28
136X	PX136X00X730	F136XY730SC	F136XY230SC	Yes	2022-04-28
136X	PX136X00X730	F136XY730SC	F136XY630SC	No	2022-05-04
136X	PX136X00X730	F136XY730SC	F136XY630SC	Yes	2022-05-04
136X	PX136X00X730	F136XY730SC	F136XY730SC	No	2023-12-11
136X	PX136X00X800	F136XY800VA	F136XY300VA	No	2022-04-28
136X	PX136X00X800	F136XY800VA	F136XY300VA	Yes	2022-04-28
136X	PX136X00X800	F136XY800VA	F136XY700VA	No	2022-05-04
136X	PX136X00X800	F136XY800VA	F136XY700VA	Yes	2022-05-04
136X	PX136X00X800	F136XY800VA	F136XY800VA	No	2023-12-11
136X	PX136X00X810	F136XY810SC	F136XY023GA	No	2022-04-21
136X	PX136X00X810	F136XY810SC	F136XY023GA	Yes	2022-04-21
136X	PX136X00X810	F136XY810SC	F136XY310SC	No	2022-04-28
136X	PX136X00X810	F136XY810SC	F136XY310SC	Yes	2022-04-28
136X	PX136X00X810	F136XY810SC	F136XY710SC	No	2022-05-04
136X	PX136X00X810	F136XY810SC	F136XY710SC	Yes	2022-05-04
136X	PX136X00X810	F136XY810SC	F136XY810SC	No	2023-12-11
136X	PX136X00X815	F136XY815NC	F136XY315NC	No	2022-04-28
136X	PX136X00X815	F136XY815NC	F136XY315NC	Yes	2022-04-28
136X	PX136X00X815	F136XY815NC	F136XY720NC	No	2022-05-04
136X	PX136X00X815	F136XY815NC	F136XY720NC	Yes	2022-05-04
136X	PX136X00X815	F136XY815NC	F136XY820NC	No	2022-05-05
136X	PX136X00X815	F136XY815NC	F136XY820NC	Yes	2022-05-05
136X	PX136X00X815	F136XY815NC	F136XY815NC	No	2023-12-11
136X	PX136X00X820	F136XY820GA	F136XY022GA	No	2022-04-21
136X	PX136X00X820	F136XY820GA	F136XY022GA	Yes	2022-04-21
136X	PX136X00X820	F136XY820GA	F136XY320GA	No	2022-04-28
136X	PX136X00X820	F136XY820GA	F136XY320GA	Yes	2022-04-28
136X	PX136X00X820	F136XY820GA	F136XY730GA	No	2022-05-04
136X	PX136X00X820	F136XY820GA	F136XY730GA	Yes	2022-05-04
136X	PX136X00X820	F136XY820GA	F136XY830GA	No	2022-05-05
136X	PX136X00X820	F136XY820GA	F136XY830GA	Yes	2022-05-05
136X	PX136X00X820	F136XY820GA	F136XY820GA	No	2023-12-11
136X	PX136X00X830	F136XY830NC	F136XY330NC	No	2022-04-28
136X	PX136X00X830	F136XY830NC	F136XY330NC	Yes	2022-04-28
136X	PX136X00X830	F136XY830NC	F136XY740NC	No	2022-05-04
136X	PX136X00X830	F136XY830NC	F136XY740NC	Yes	2022-05-04
136X	PX136X00X830	F136XY830NC	F136XY840NC	No	2022-05-05
136X	PX136X00X830	F136XY830NC	F136XY840NC	Yes	2022-05-05
136X	PX136X00X830	F136XY830NC	F136XY830NC	No	2023-12-11
136X	PX136X00X830	F136XY830NC	RX136X00X830	No	2023-12-11
136X	PX136X00X835	F136XY835GA	F136XY042GA	No	2022-04-21
136X	PX136X00X835	F136XY835GA	F136XY042GA	Yes	2022-04-21
136X	PX136X00X835	F136XY835GA	F136XY335GA	No	2022-04-28
136X	PX136X00X835	F136XY835GA	F136XY335GA	Yes	2022-04-28
136X	PX136X00X835	F136XY835GA	F136XY745GA	No	2022-05-04
136X	PX136X00X835	F136XY835GA	F136XY745GA	Yes	2022-05-04
136X	PX136X00X835	F136XY835GA	F136XY845GA	No	2022-05-05
136X	PX136X00X835	F136XY835GA	F136XY845GA	Yes	2022-05-05
136X	PX136X00X835	F136XY835GA	F136XY835GA	No	2023-12-11
136X	PX136X00X840	F136XY840GA	F136XY340GA	No	2022-04-28
